	tawshīt al-mīzān
al-ṣan‘ah. raṣd al-dhayl. zajal
8	fiq yā nadīm āumzuj ‘uqārak	wāijra‘ ku’ūs	wāishrab ‘alá laḥn al-hazār
8	ijn al-muná wāqṭaf niwārak	bayn al-ghurūs	shaqīqahā wal-jullanār
6	buḥ bi-al-hawá wāikhla‘ ‘idhārak	inn al-nufūs	marāmuhā khal‘ al-‘idhār

4	buḥ bi-al-hawá fafī al-hawá	kull al-amānī wal-muná

8	min al-hawá āiḥmil liwā	fawq al-ru’ūs	tafuz bighāyat al-muná

al-ṣan‘ah. shoghl. raṣd al-dhayl. qaṣīdah. kāmil
22	lillah thaghrun fī ‘aqīqin aḥmr	qad nuẓẓimat fīh li-al-ī al-jawhar
22	ahdá lanā minh al-ḥabīb mudāmatan	faka’annahā muzijat bimā’ al-kawthar

al-ṣan‘ah. raṣd al-dhayl. qaṣīdah. sarī‘
8	wa’ashnab al-thaghr lah shafatun	yugharrid al-naḥl ‘alá wirdihā
8	mā dhāk ilā ḥasadan mudh ra’at	ruḍābahā a‘dhab min shahdihā

al-ṣan‘ah. shoghl. raṣd al-dhayl. zajal
14	kadhā huw al-masā	tará al-layl qābil	ḥibbī lā tumāṭil	wātruk al-lawāḥ
14	wajismī āiktasá	ṣār āiṣfar wanāḥil	faniyat yā muqābil	al-hawá qad bāḥ
14	narghabuh ‘asá	yakūn waṣluh ḥāṣil	bāsh nankī al-‘awādil	la‘allay artāḥ

8	thaghruh al-ma‘lūm	jawharun manẓūm

14	nāruh fī al-ḥashā	wafī wsṭ al-akbād	shawquh yazdād	hā anā al-maghrūm

al-ṣan‘ah. shoghl. raṣd al-dhayl. zajal
20	yuqāl lī tub lays ta‘shaq	man lā ya‘shaq āsh ma‘ah min al-faḍīlah
20	ṣāḥib al-dībāj al-murawnaq	kam lī ahwāh hadhih muddah ṭawīlah
14	wal-lī yarānī muqallaq	naqūl luh mā wajadt lilṣṣabr ḥiyalah

12	lā budd lī min naṣībī	wal-ijtimā‘ biḥabībī
20	yā mumriḍī yā ṭabībī	n‘im wajud biwāḥd al-luwaylah

al-ṣan‘ah. shoghl. raṣd al-dhayl. qaṣīdah. munsariḥ
27	litas’alann al-nasīm ‘an lamī	‘aynay bakat min firāqikum bidamī
27	anā al-qatīl waqātilī qamarun	lā wākhadh al-lah qātilī bidamī

inshād
	tadallulun liman tahwá	falays al-hawá sahil

	idhā raḍī al-maḥbūb	ṣaḥḥ lak al-wuṣal

al-ṣan‘ah. shoghl. raṣd al-dhayl. qaṣīdah. basīṭ
24	tawshīh
38	ṭāl āightirābī walā khillun yu’annisunī	walā al-zamān biman ahwāh yuwāfīnī
38	waqad bulīt biqalbin lā yusā‘idunī	nafs al-mulūk waḥālat al-msākīn

al-ṣan‘ah. shoghl. raṣd al-dhayl. zajal
36	yā ghazālī	mā ajmalak
36	bi‘t ghālī	maḥabbatak
36	lā tubālī	biman raāk

al-ṣan‘ah. dhayyal. zajal
4	ḥubbuh jār ‘alīyā	arād al-lah bih
4	dhūwaqnī al-manīyah	dhā al-khashf al-nazīh
4	rānī fī al-mashīyā	kīf qāl al-faqīh

4	wanwjd qalbī	lāzamuh al-sahar
4	wanaṭlub rabbī	yarzaqnī al-ṣabar

al-ṣan‘ah. shoghl. raṣd al-dhayl. zajal llshshtrī
18	anā al-ladhī mā lī sanīd	liman nu‘awwid qiṣṣatī
18	ḥattá baqiyat waḥdī farīd	ḥann al-ṭuyūr min ghurbatī
12	law kān jismī min ḥadīd	ẓannīt yadhūb min zafratī

12	lilṣṣabr mā ṭiqt al-rujū‘	walā lah ‘inday khabar
18	fāraqt hlī wal-rubū‘	al-lah yulhimnī al-ṣabar

al-ṣan‘ah. raṣd al-dhayl. zajal
10	mā ashkī shakīyā	ilā lilladhī ya‘lam biḥālī
10	sabab al-qaḍīyā	ghuzayyal shaṭan ‘aqlī wbālī
10	bi-al-naghmat al-dhakīyā	‘adhdhab al-wará wāslb mithālī

10	bi-al-thaghr al-mujawhar	warīquh ‘asal yashfī mā bīyā
10	āsh hādh al-mubakhtar	al-ladhī khuliq ftnh ilayyā

al-ṣan‘ah. shoghl. raṣd al-dhayl. zajal
9	atānī min al-khuld	ghuzayyal min al-kawthar
9	rīquh ‘asal shahd	thaghruh min al-jawhar
6	wzānuh ‘alá al-khadd	nuqayṭah min al-‘anbar

6	wrdtun thamm maghrūsah	min shaqā’iq al-nu‘mān
9	rāhā thamm maḥrūsatin	biṣūārm al-ajfān

al-ṣan‘ah. raṣd al-dhayl. qaṣīdah. mutaqārib
16	ayā fāḍiḥ al-badr ‘ind al-tamām	fahal lak wāūun waṣādun walām
16	wahal lā ‘aṭaft ‘alá ‘āshiqin	yahīm biqāfin wabā’in walām
16	tamallakt ‘aqlī bithaghrin shanīb	warīqin ka‘aynin wasīnin walām

8	‘alá ‘adad al-qaṭr ḥubbī lakum	wa‘adad rā’in wamīmin walām
16	wahal yajma‘ al-dahr mā baynanā	fayanḍamm shīnun wamīmun walām

