al-ṣan‘ah. shoghl. ḥamdān. zajal
0	bi-al-lah yā ḥādī al-niyāq
0	in juzt al-‘arāq
0	faqul ‘ind al-talāq
		
0	ji’tuk dakhīl yā āibn ‘abd al-lah	waqaṣdī narghabuh
0	man yahwá malīḥ al-mlāḥ yansharaḥ	wayablugh maṭlabah
		
al-ṣan‘ah. shoghl. al-ḥusayn waraml al-māyah. qaṣīdah. ṭawīl
0	binūrik awḍaḥt al-hudá liman āihtadá
0	‘alayk slām al-lah yā ‘alam al-hudá
		
0	maqāmuk maḥmūdun wa’ant muḥammadun
0	warabb al-‘ulā al-maḥmūd sammāk aḥmadā
		
al-ṣan‘ah. ḥusaynun waraml al-māyah. tawshīḥ raml lābin sa‘īd al-miknāsī
0	yā rasūl al-lah yā baḥr al-wafā	yā shafī‘ al-muhtadī wal-mu‘tadī
0	innanī qad kunt ‘abdan musrifā	wadhunūbī mā lahā min ‘adad
0	fayadī lā takhlū minkum wakafā	bīdī āistimsākuhā bi-al-aḥmad
		
0	kun mujīrī lā tu’ākhidhnī bimā	qad janayt min qabīḥ al-danas
0	fakrām al-‘urb taḥkī karaman	mustajīruhā muṭī‘an aw musī
		
al-ṣan‘ah. shoghl. inqilāb al-raml. zajal
0	yā turá bi-al-lah yā turá	hal lī fī al-liqā naṣīb
0	narmuq al-bayt wal-ḥarām	wanusallim ‘alá al-ḥabīb
0	wanumarrigh wajnatī	fī al-turāb wanaqūl ajib
		
0	ṭāl shawqī ilá minan	man walū‘ī wafikratī
0	yā munā’ī mā lī dawā	ilā waṣlak yā bughyatī
		
al-ṣan‘ah. inqilāb al-raml. qaṣīdah. mkhl‘ al-basīṭ
0	in qīl zurtum bimā raja‘tum	yā kram al-khalq mā aqūl
0	qūlūā ra’aynā al-ḥabīb ḥaqqan	afādanā n‘mt al-wuṣūl
0	w aqbal al-muṣṭafá ‘alaynā	bibadhl kull al-muná wal-su’l
		
0	radd al-slām ‘alaynā jahrā	yā sa‘d man khāṭab al-rasūl
0	w qāl hlan biwafd rabbī	qum wāightanim nuzhat al-nuzūl
0	qūlūā raja‘nā bikull khayrin	wāijtama‘ al-far‘ wal-uṣūl
		
al-ṣan‘ah. raml al-māyah. zajal mashṭūr al-raml
0	lā jamāl ilā jamāluh al-‘ajīb	nuzhat al-‘ushshāq
0	min gharāmuh yā ‘ibād dam‘ī sakīb	tajrī min ashwāq
0	nabtaghī zawratan ilayh ‘an qarīb	innanī mushtāq
		
0	shawquh kallafanī naghzal ghuzūl	fīh tahīj afkār
0	mā sabānī fī al-milāḥ ilā al-rasūl	al-nabī al-mukhtār
		
inshād
0	alā yā muḥibb al-muṣṭafá zid ṣabābatan	waḍammikh lisān al-dhikr aban ‘an ṭībih
0	walā ta‘ba’ann bi-al-mubṭilīn fa’innamā	‘alāmah ḥubb al-lah ḥubb ḥabībih
		
al-ṣan‘ah. raml al-māyah. zajal
0	yā ‘āshiqīn	khayr al-anām
0	ṭah al-amīn	hayyj gharāmī
0	fī kull ḥīn	nursil slāmī
		
0	wanqūl luh yā khayr al-anām	yā man sabá ‘aqlī wbālī
0	matá narāk	tilk āmālī
		
al-ṣan‘ah. inqilāb al-raml. qaṣīdah. basīṭ li’aḥmad al-‘arūsī
0	qif bi-al-rikāb fahadhā al-rab‘ wal-dār	lāḥat ‘alayk min al-aḥbāb anwār
0	bushrāk bushrāk qad lāḥat qibābuhum	fāinzil laqad nilt mā tahwá atakhtār
9	hadhā al-muḥaṣṣab hadhā al-khayf khīf muná	hadhī manāziluhum hadhī hī al-dār
9	hadhī qibāb qabbá āthār waṭ’ihim	wadhā huw al-jaza‘ fāibk dhā huw al-ghār
		
al-ṣan‘ah. ḥamdān. zajal
6	sa‘d al-ladhī zār al-ḥabīb	waṭāf walabbá
6	wasār yaḥdū bi-al-naḥīb	shawqan waḥubbā
6	wamaqṣaduh lays yakhīb	wayanāl qurbā
		
4	wayanāl kull mā qṣad	‘alá āikhtiyāruh
6	wayuqabbil al-ḥajar al-as‘ad	wayarmī jimāruh
