mbid,verse_name,poetry_form,t_s,t_e,score_s,score_e,mizan,orchestra,lyric
8842c1f0-e261-4069-bd59-768bb9a3315c,in.5.3.4, ,2723.6224273204953,2730.598600115871,2809.0,2819.5,darŷ,/BrihiOrchestra,‘ind al-talāq
8842c1f0-e261-4069-bd59-768bb9a3315c,in.5.4.2, ,2732.663573311813,2734.860353307496,2825.0,2828.5,darŷ,/BrihiOrchestra,ka’s al-mudām
8842c1f0-e261-4069-bd59-768bb9a3315c,in.5.4.3, ,2739.605398098171,2742.520324819714,2837.0,2839.5,darŷ,/BrihiOrchestra,mā thamm ‘itāb
8842c1f0-e261-4069-bd59-768bb9a3315c,in.5.4.4, ,2742.520324819714,2748.0591065192143,2841.0,2843.5,darŷ,/BrihiOrchestra,walā malām
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.1.1.1, ,211.23965771555663,247.4518065762365,291.0,320.5,quddām,/RTMOrchestra,al-‘ashīyah ilá al-ghurūb tamīl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.1.1.2, ,247.4518065762365,265.50496645637327,322.5,338.5,quddām,/RTMOrchestra,mithl wajhin tabaddá wahw jamīl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.1.2.1, ,318.23346560895783,372.9963911298608,387.0,416.5,quddām,/RTMOrchestra,wal-ṭuyūr ‘alá al-ghuṣūn tuḥākī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.1.1, ,372.9963911298608,382.5001612749342,435.0,442.5,quddām,/RTMOrchestra,ṣfart al-‘shī mā āibda‘ ḥusn ābhāhā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.1.2, ,382.5001612749342,395.32956017553084,444.0,455.5,quddām,/RTMOrchestra,ksāt al-riyāḍ bḥullah
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.2.1, ,418.5963059899449,428.62513644700897,477.0,484.5,quddām,/RTMOrchestra,hwāt lilghrūb wmālt fī smāhā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.2.2, ,428.62513644700897,441.9537429609849,486.0,497.5,quddām,/RTMOrchestra,minhā khṭrī fī dhahlatin
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.3.1, ,441.9537429609849,452.0414924144539,498.0,505.5,quddām,/RTMOrchestra,ghaddr ṭāstī yā sāqī wāmlāhā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.3.2, ,452.0414924144539,465.29025592115596,507.0,518.5,quddām,/RTMOrchestra,naghnam ‘shīytī natsalā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.4.1, ,465.29025592115596,478.83510784482206,519.0,524.0,quddām,/RTMOrchestra,shams al-ghrūb lāḥt ṣafrah
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.5.2, ,492.0248269777753,505.0642705185875,548.5,554.5,quddām,/RTMOrchestra,khalāt al-‘shīq fī ḥasrah
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.6.1, ,517.3819120059227,523.7681569806248,567.0,569.0,quddām,/RTMOrchestra,ghaddar yā ndīm al-khamrah
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.6.2, ,523.7681569806248,530.0784662056936,569.5,578.5,quddām,/RTMOrchestra,nghnam m‘ al-mlīḥ nzāhah
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.7.1, ,530.0784662056936,540.0528259485443,579.0,586.5,quddām,/RTMOrchestra,washshat lbsātn bsh‘ā‘ snāhā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.7.2, ,540.0528259485443,553.3264736038966,588.0,599.5,quddām,/RTMOrchestra,wābqāt nāḥlah fī khajlah
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.8.1, ,576.4136322111254,586.1079602603061,621.0,628.5,quddām,/RTMOrchestra,ka’annhā ‘rūsah brzt fī ḥlāhā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.8.2, ,586.1079602603061,598.9321370725427,630.0,641.5,quddām,/RTMOrchestra,btāj mn dhhab fī ḥullah
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.9.1, ,598.9321370725427,615.2518993182304,642.0,649.5,quddām,/RTMOrchestra,ghaddr ṭāstī yā sāqī wāmlāhā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.2.9.2, ,615.2518993182304,621.5878355011197,651.0,662.5,quddām,/RTMOrchestra,naghnam ‘shīytī natslā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.3.1.1, ,621.5878355011197,657.911265596907,663.5,695.0,quddām,/RTMOrchestra,wa‘ashīyatin lāzilt arqub waqtahā wa‘ashīyatin lāzilt arqub waqtahā waqtahā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.3.1.2, ,715.0260591598892,734.7760084542961,747.5,764.5,quddām,/RTMOrchestra,qad bashsharat biwṣālihā qalbī qalbī al-muḥraq al-muḥraq
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.3.2.1, ,862.53516771446,897.6929649551386,885.5,917.0,quddām,/RTMOrchestra,wal-shams min min taḥt al-saḥāb ka’annahā wal-shams min min taḥt al-saḥāb ka’annahā ka’annahā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.3.2.2, ,954.8042440853039,974.4034040113248,969.5,986.5,quddām,/RTMOrchestra,dhahabun taqallab taqallab fī qamīṣin azrq azrq
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.4.1.1, ,984.213424995894,994.4025467929788,996.5,1004.5,quddām,/RTMOrchestra,qult lammā zāranī ṭayf al-khayāl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.4.1.2, ,994.4025467929788,1000.8022724831081,1005.5,1016.5,quddām,/RTMOrchestra,min rashā al-uns
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.4.2.1, ,1029.8956942168777,1039.7424471445004,1038.5,1046.5,quddām,/RTMOrchestra,marḥaban bizā’irī badr al-kamāl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.4.2.2, ,1039.7424471445004,1052.0419199552177,1047.5,1058.5,quddām,/RTMOrchestra,mukhjil al-shams
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.4.3.1, ,1073.1531504833597,1082.6527433046456,1080.5,1088.5,quddām,/RTMOrchestra,wal-ladhī anshāk min mā’ al-zulāl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.4.3.2, ,1082.6527433046456,1095.2522032570876,1089.5,1100.5,quddām,/RTMOrchestra,wāḥid al-‘aṣr
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.4.4.1, ,1095.2522032570876,1124.5384812959917,1101.5,1127.5,quddām,/RTMOrchestra,mā bará jismī walā ghayyaranī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.4.4.2, ,1124.5384812959917,1137.137941248434,1128.5,1139.5,quddām,/RTMOrchestra,khawf hijrān
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.1.1, ,1159.9315267489335,1165.9312695834296,1161.0,1166.5,quddām,/RTMOrchestra,nhārī samī‘
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.1.2, ,1165.9312695834296,1171.231042420568,1167.0,1172.5,quddām,/RTMOrchestra,li’amrī muṭī‘
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.1.1(1), ,1171.231042420568,1178.1307466802386,1173.0,1178.5,quddām,/RTMOrchestra,nhārī samī‘
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.1.2(1), ,1178.1307466802386,1184.8304595120928,1179.0,1184.5,quddām,/RTMOrchestra,li’amrī muṭī‘
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.1.3, ,1184.8304595120928,1191.1301894883138,1185.0,1190.5,quddām,/RTMOrchestra,wa’awqāt su‘ūd
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.1.4, ,1191.1301894883138,1197.9298980340761,1191.0,1196.5,quddām,/RTMOrchestra,‘ādat wata‘ūd
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.1.3(1), ,1197.9298980340761,1203.5296580129393,1197.0,1201.5,quddām,/RTMOrchestra,wa’awqāt su‘ūd
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.1.4(1), ,1203.5296580129393,1209.9503913219248,1202.5,1208.5,quddām,/RTMOrchestra,‘ādat wata‘ūd
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.2.1, ,1260.8546861908621,1266.8090415100703,1257.0,1262.5,quddām,/RTMOrchestra,wakunnā jamī‘
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.2.2, ,1266.8090415100703,1272.3088057750251,1263.0,1268.5,quddām,/RTMOrchestra,fī makān rafī‘
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.2.1(1), ,1272.3088057750251,1279.5084971764206,1269.0,1274.5,quddām,/RTMOrchestra,wakunnā jamī‘
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.2.2(1), ,1279.5084971764206,1285.7082314387335,1275.0,1280.5,quddām,/RTMOrchestra,fī makān rafī‘
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.2.3, ,1285.7082314387335,1292.0552406366157,1281.0,1286.5,quddām,/RTMOrchestra,jaddadnā al-‘uhūd
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.2.4, ,1292.0552406366157,1298.4549663267449,1287.0,1292.5,quddām,/RTMOrchestra,mawāthīq judud
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.2.3(1), ,1298.4549663267449,1304.2547177334245,1293.0,1297.5,quddām,/RTMOrchestra,jaddadnā al-‘uhūd
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.2.4(1), ,1304.2547177334245,1310.6408936445112,1298.5,1304.5,quddām,/RTMOrchestra,mawāthīq judud
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.3.1, ,1356.7451629263471,1363.115126059462,1353.0,1358.5,quddām,/RTMOrchestra,zawwajnā al-qaṭī‘
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.3.2, ,1363.115126059462,1369.3691684090686,1359.0,1364.5,quddām,/RTMOrchestra,bibint al-raḍī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.3.1(1), ,1369.3691684090686,1375.768894099198,1365.0,1370.5,quddām,/RTMOrchestra,zawwajnā al-qaṭī‘
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.3.2(1), ,1375.768894099198,1381.8686326476025,1371.0,1376.5,quddām,/RTMOrchestra,bibint al-raḍī‘
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.3.3, ,1381.8686326476025,1388.3156375593928,1377.0,1382.5,quddām,/RTMOrchestra,wakānūā shuhūd
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.3.4, ,1388.3156375593928,1394.5153718217057,1383.0,1388.5,quddām,/RTMOrchestra,rabā’ib wa‘ūd
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.4.1, ,1394.5153718217057,1406.665488703163,1389.0,1400.5,quddām,/RTMOrchestra,waqimnā shahar
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.4.2, ,1418.9519562982357,1431.2645924805183,1413.0,1424.5,quddām,/RTMOrchestra,naktub al-mahar
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.5.1, ,1431.2645924805183,1437.7940209421347,1425.0,1430.5,quddām,/RTMOrchestra,biḥrūf min zahar
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.5.2, ,1437.7940209421347,1443.29378520709,1431.0,1436.5,quddām,/RTMOrchestra,wanquṭ yāsamīn
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.5.1(1), ,1443.29378520709,1449.793506611127,1437.0,1442.5,quddām,/RTMOrchestra,biḥrūf min zahar
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.5.2(1), ,1449.793506611127,1456.193232301257,1443.0,1448.5,quddām,/RTMOrchestra,wanquṭ yāsamīn
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.5.3, ,1456.193232301257,1462.3929665635692,1449.0,1454.5,quddām,/RTMOrchestra,fī al-arḍ mushkilīn
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.5.4, ,1462.3929665635692,1468.4927051119737,1455.0,1460.5,quddām,/RTMOrchestra,shimāl ayamīn
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.5.3(1), ,1468.4927051119737,1475.0940138249666,1461.0,1465.5,quddām,/RTMOrchestra,fī al-arḍ mushkilīn
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.5.5.4(1), ,1475.0940138249666,1480.1937952342885,1466.5,1471.5,quddām,/RTMOrchestra,shimāl ayamīn
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.6.1.1, ,1480.1937952342885,1492.1546221422996,1472.5,1483.5,quddām,/RTMOrchestra,yā wād al-jawāhir
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.6.1.2, ,1492.1546221422996,1504.4308230321349,1484.5,1495.5,quddām,/RTMOrchestra,mā abda‘ washīk
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.6.2.1, ,1528.6038546209325,1540.5822547314815,1520.5,1531.5,quddām,/RTMOrchestra,qad rīt al-nawā‘īr
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.6.2.2, ,1540.5822547314815,1552.8123923215735,1532.5,1543.5,quddām,/RTMOrchestra,tuwalwil ‘alayk
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.6.3.1, ,1575.0479074564566,1586.543215963352,1568.5,1579.5,quddām,/RTMOrchestra,wabasṭ al-khawāṭir
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.6.3.2, ,1586.543215963352,1598.842688774069,1580.5,1591.5,quddām,/RTMOrchestra,ḥusnuh ḥaff bk
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.6.4.1, ,1598.842688774069,1603.1425044721248,1592.5,1595.5,quddām,/RTMOrchestra,rīt rawnaq ‘alayk
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.6.4.2, ,1622.1126823483312,1626.6536321340645,1616.5,1619.5,quddām,/RTMOrchestra,yuzrī bi-al-dhahab
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.6.5.1, ,1634.0533149632765,1645.7528134905442,1628.5,1639.5,quddām,/RTMOrchestra,wal-‘ushshāq tātīk
f7bcb9af-6abb-4192-ae3d-37fa811034ce,mu.6.5.2, ,1645.7528134905442,1650.6526034720493,1640.5,1643.5,quddām,/RTMOrchestra,bi-al-rāḥ wal-ṭarab
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.1.1, ,1812.9562436169972,1819.5875005463904,1712.5,1718.5,quddām,/RTMOrchestra,qult yā ‘ashīyā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.1.2, ,1819.5875005463904,1824.708780931061,1719.0,1723.5,quddām,/RTMOrchestra,āsh hadhā al-nuḥūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.1.3, ,1824.708780931061,1831.2932842827802,1724.5,1730.5,quddām,/RTMOrchestra,mithl al-suyūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.1.4, ,1831.2932842827802,1842.0869660187839,1731.5,1741.5,quddām,/RTMOrchestra,mahlan shawāy mahlā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.2.1, ,1871.5960094907236,1878.3641524088184,1772.5,1778.5,quddām,/RTMOrchestra,natanazzah
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.2.2, ,1878.3641524088184,1883.2415622989809,1779.0,1783.5,quddām,/RTMOrchestra,fī hadhā al-khumūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.2.3, ,1883.2415622989809,1889.8260656507002,1784.5,1790.5,quddām,/RTMOrchestra,yasbī al-‘uqūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.2.4, ,1889.8260656507002,1900.5375713574338,1791.5,1801.5,quddām,/RTMOrchestra,kīf raṣṣa‘uh al-mawlá
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.3.1, ,1929.4570577403365,1936.4263362026172,1832.5,1838.5,quddām,/RTMOrchestra,qālat yalī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.3.2, ,1936.4263362026172,1941.5247901728394,1839.0,1843.5,quddām,/RTMOrchestra,ma‘ay mā naqūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.3.3, ,1941.5247901728394,1947.644378949991,1844.5,1850.5,quddām,/RTMOrchestra,jānī al-rasūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.3.4, ,1947.644378949991,1958.8624216973647,1851.5,1861.5,quddām,/RTMOrchestra,wksīt luh dhī al-ḥulā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.4.1, ,1958.8624216973647,1971.6871471961733,1862.5,1872.5,quddām,/RTMOrchestra,minhā āiktasá jismī al-saqam
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.4.2, ,1983.7461313073024,1994.7396767530274,1887.5,1897.5,quddām,/RTMOrchestra,lakin āsh bīdī mā mā na‘mal
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.5.1, ,1994.7396767530274,2001.201016849365,1898.5,1904.5,quddām,/RTMOrchestra,lakin qaḍá
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.5.2, ,2001.201016849365,2006.4721100858508,1905.0,1909.5,quddām,/RTMOrchestra,rabb al-anām
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.5.3, ,2006.4721100858508,2012.9741941473467,1910.5,1916.5,quddām,/RTMOrchestra,muḥyī al-‘iẓām
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.1.5.4, ,2012.9741941473467,2024.0373252786048,1917.5,1927.5,quddām,/RTMOrchestra,alā yadūm al-ḥāl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.1.1, ,2024.0373252786048,2029.3788946173688,1929.0,1933.0,quddām,/RTMOrchestra,shams al-‘ashī labsat nuḥūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.1.2, ,2029.3788946173688,2032.7508648141643,1933.5,1936.5,quddām,/RTMOrchestra,qabl al-ufūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.1.3, ,2032.7508648141643,2038.292832165616,1938.0,1943.5,quddām,/RTMOrchestra,anba’at bi-al-sulwān
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.2.1, ,2052.4798722963565,2057.488489054584,1959.0,1963.0,quddām,/RTMOrchestra,al-dahr bihā yaṣūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.2.2, ,2057.488489054584,2061.0900145638348,1963.5,1966.5,quddām,/RTMOrchestra,wahw yaqūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.2.3, ,2061.0900145638348,2066.3831716244817,1968.0,1973.5,quddām,/RTMOrchestra,dhahbat jamī‘ al-aḥzān
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.3.1, ,2080.2864709526075,2085.4934287328497,1989.0,1993.0,quddām,/RTMOrchestra,hl al-jamāl lā tazūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.3.2, ,2085.4934287328497,2088.3273498277345,1993.5,1996.5,quddām,/RTMOrchestra,tasbī al-‘uqūl
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.3.3, ,2088.3273498277345,2094.391940970788,1998.0,2003.5,quddām,/RTMOrchestra,ka’annahum ghizlān
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.4.1, ,2094.391940970788,2099.4363205196832,2004.0,2008.5,quddām,/RTMOrchestra,mā bayn maḥāfil ẓirāf
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.4.2, ,2099.4363205196832,2102.229093021486,2009.5,2012.5,quddām,/RTMOrchestra,wāunfus liṭāf
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.4.3, ,2110.726871433874,2116.4427467193955,2013.0,2018.5,quddām,/RTMOrchestra,fī wādī fās julās
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.5.1, ,2116.4427467193955,2121.4304478463932,2019.0,2023.0,quddām,/RTMOrchestra,walays fīhim khilāf
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.5.2, ,2121.4304478463932,2124.4691727508525,2023.5,2026.5,quddām,/RTMOrchestra,siwá al-‘afāf
f7bcb9af-6abb-4192-ae3d-37fa811034ce,ma.2.5.3, ,2124.4691727508525,2130.7504270191907,2028.0,2033.75,quddām,/RTMOrchestra,zahw al-ghinā wal-kās
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.1.1.1, ,2130.7504270191907,2133.3964781113946,2035.75,2039.75,quddām,/RTMOrchestra,a‘ẓam yā ‘ashīyā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.2.1, ,2224.7679763214683,2227.8243684791055,2217.75,2222.75,quddām,/RTMOrchestra,kullunā ka’suh bīduh
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.2.2, ,2227.8243684791055,2230.601611152093,2223.75,2228.75,quddām,/RTMOrchestra,yaghtanim sā‘ah hanīyah
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.2.1(1), ,2230.601611152093,2233.37885382508,2229.75,2234.75,quddām,/RTMOrchestra,kullunā ka’suh bīduh
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.2.2(1), ,2233.37885382508,2236.212188693599,2235.75,2240.75,quddām,/RTMOrchestra,yaghtanim sā‘ah hanīyah
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.3.1, ,2248.1029061157997,2250.8982854522737,2265.75,2270.75,quddām,/RTMOrchestra,wal-malīḥ qalbī yurīduh
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.3.2, ,2250.8982854522737,2254.015598656647,2271.75,2276.75,quddām,/RTMOrchestra,yanshariḥ bayn yadayyā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.3.1(1), ,2254.015598656647,2256.7361629077363,2277.75,2288.75,quddām,/RTMOrchestra,wal-malīḥ qalbī yurīduh
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.4.1, ,2259.796797690212,2262.5740403631994,2289.75,2294.75,quddām,/RTMOrchestra,wal-qaṭī‘ baynay wabaynuh
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.4.2, ,2265.294604614289,2267.901812021583,2301.75,2306.75,quddām,/RTMOrchestra,wal-‘īdān taṣna‘ tawāshī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.5.1, ,2267.901812021583,2270.9057683821607,2307.75,2312.75,quddām,/RTMOrchestra,qarribūā ḥibbī ilay
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.5.2, ,2270.9057683821607,2273.7396894770454,2313.75,2318.75,quddām,/RTMOrchestra,wāi‘ṭifūā ‘aṭf al-ḥawāshī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.5.1(1), ,2273.7396894770454,2276.4602537281353,2319.75,2324.75,quddām,/RTMOrchestra,qarribūā ḥibbī ilay
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.2.5.2(1), ,2276.4602537281353,2279.3081174726663,2325.75,2330.75,quddām,/RTMOrchestra,wāi‘ṭifūā ‘aṭf al-ḥawāshī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.3.1.1, ,2348.209026087771,2354.813382154919,2479.75,2489.75,quddām,/RTMOrchestra,anā kulluy milkun lakum
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.3.1.2, ,2360.444463993715,2365.942270917792,2491.75,2501.75,quddām,/RTMOrchestra,sādatī untum liman
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.3.2.1, ,2365.942270917792,2371.7969906533044,2503.75,2515.75,quddām,/RTMOrchestra,anā ‘abdun shataraytumūnī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.3.2.2, ,2371.7969906533044,2375.4810880766545,2517.75,2522.75,quddām,/RTMOrchestra,rakhīṣan bilā thaman
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.3.3.2, ,2440.125097809253,2445.5662263114323,2668.75,2678.75,quddām,/RTMOrchestra,thumm nādūā lilāimtiḥān
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.3.4.1, ,2445.5662263114323,2451.315556431518,2680.75,2692.75,quddām,/RTMOrchestra,ḥīn arādūā fitnatī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.3.4.2, ,2451.315556431518,2454.471621793957,2694.75,2699.75,quddām,/RTMOrchestra,qarrabūā dhāk al-ḥasan
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.1.1, ,2470.3723648550085,2481.0567012943793,2738.75,2759.75,quddām,/RTMOrchestra,yā amlḥ al-nās
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.1.2, ,2481.0567012943793,2486.1010808432743,2762.75,2771.75,quddām,/RTMOrchestra,yā man sabá ‘aqlī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.1.1(1), ,2486.1010808432743,2488.712491160217,2772.75,2777.75,quddām,/RTMOrchestra,yā amlḥ al-nās
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.2.1, ,2506.624032976479,2517.6131966135495,2820.75,2843.75,quddām,/RTMOrchestra,yā qaḍīb al-yās
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.2.2, ,2517.6131966135495,2522.8753300429753,2846.75,2855.75,quddām,/RTMOrchestra,yā nsmt al-khaylī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.2.1(1), ,2522.8753300429753,2525.3259409517896,2856.75,2861.75,quddām,/RTMOrchestra,yā qaḍīb al-yās
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.3.1, ,2543.8758008947802,2554.060498692234,2904.75,2927.75,quddām,/RTMOrchestra,awrathnī al-waswās
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.3.2, ,2554.060498692234,2559.072054339306,2930.75,2939.75,quddām,/RTMOrchestra,min khaddik al-‘aslī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.4.1, ,2559.072054339306,2561.637095857485,2940.75,2945.75,quddām,/RTMOrchestra,sāltk birabbī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.4.2, ,2569.999737635063,2574.5805635275046,2966.75,2975.75,quddām,/RTMOrchestra,lā taṭrud al-lahfān
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.5.1, ,2574.5805635275046,2584.626495364165,2976.75,2999.75,quddām,/RTMOrchestra,tā’ib yā ḥibbī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.5.2, ,2584.626495364165,2589.8080812588632,3002.75,3011.75,quddām,/RTMOrchestra,shāyin maḍá lā kān
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.4.5.1(1), ,2589.8080812588632,2592.625232107617,3012.75,3026.75,quddām,/RTMOrchestra,tā’ib yā ḥibbī
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.5.1.1, ,2684.51459296568,2713.311326913198,3033.75,3092.75,quddām,/RTMOrchestra,ayā munādī bi-al-ḥimá hayyajtum huyāmā
f7bcb9af-6abb-4192-ae3d-37fa811034ce,in.5.2.1, ,2796.243075058965,2817.4032092599546,3285.75,3308.75,quddām,/RTMOrchestra,wazādanī hawākum wajdan wa’isqāmā
