الصنعة 18  . شغل ـ غريبة الحسين . قصيدة. رجز
38	عَشِيَّةٌ كَأَنَّهَا عِقْيَانُ	لَوْنُ الذَّهَبْ فِي دَوْحَةِ البُسْتَانْ
38	وَشَادِنٌ يَسْبِي الوَرَى بِحُسْنِهِ	إِذَا مَشَى أَثْنَى عَلَيْهِ البَانْ

الصنعة 22 . غريبة الحسين . زجل
10	يَا مُدِيرَ الحُمَيَّا	قُل لِي بُشْرَى هَنِيَّا	عَلَى خَلْعِ العِذَارْ
10	النُّجُومْ مَعَ الثُّرَيَّا	كُلُّهُمْ شْهْدُوا عَلَيَّا	فِي هَوَاكْ يَا قَمَرْ
10	سَيِّدِي وَاعْطِْفْ عَلَيَّا	يَا طَلْعَةْ نَجْمَْ المُّضَيَّا	يَا هِلالْ بَيْنَ البَشَرْ

الصنعة 36  . صيكة . زجل
54

9	يَا مُقَابِلْ خَرّْجنِي عَنْ حَدِّي	يَا كَحِيلَ الشِّفَارْ
13	وَفُؤَادِي فِي مَعْرَكِ الجُهْدِ	بَيْنَ مَاءٍ وَنَارْ

13	قَدْ فَتَنِّي بِلَحْظِهِ السَّاحِرْ	الَّذِي هِمْتُ فِيهْ
13	المُزَعْبَلْ الكَوْكَبُ الزَّاهِرْ	مَا لُه فِي النَّاسْ شَبِيهْ
13	وَهْوَ يَرْجِعْ بِقُدْرَةِ القَادِرْ	سَاعَةَ نَلْتَقِيهْ

9	قَدُّهْ فَصَّلْ مِنَ النُّحُولْ قَدِّي	ثَوْبَهُ الاِصْفِرَارْ
13	وَهْوَ يَرْجِعْ مِنَ الحَيَا وَرْدِي	يُشْبِهُ الجُلَّنَارْ

الصنعة 25 . صيكة . قصيدة.  رمل
9	يَا غَزَالًا بِالحِمَى مَا أَجْمَلَكْ	يَا تُرَى فِي قَتْلَتِي مَنْ حَلَّ لَكْ
12	كُنْتَ لا تَغْفُلُ عَنِّي سَاعَةً	عَلَّمُوكَ الهَجْرَ حَتَّى لَذَّ لَكْ

12	زَارَنِي طَيْفُ الخَيَالِ بِالكَرَى	قُلْتُ يَا طَيْفَ الخَيَالْ مَنْ أَرْسَلَكْ
12	قَالَ مَنْ تَعْشَقُهُ أَرْسَلَنِي	الَّذِي بَعْضُ هَوَاهُ أَنْحَلَكْ
12	قُلْتُ فِي العِشْقِ امْتِحَانٌ لِلْفَتَى	وَعَلَى العُشَّاقِ قَدْ هَانَ الهَلَكْ

9	قَالَ خَلِّ العِشْقَ لا تَعْبَأْ بِهِ	قُلْتُ لَوْلا العِشْقُ مَا دَارَ الفَلَكْ
12	أَنَا مَمْلُوكٌ وَحِبِّي مَالِكِي	لَيْسَ لِي حُكْمٌ عَلَى مَنْ قَدْ مَلَكْ

إنشاد
الصنعة 26 . صيكة . توشيح مشطور الرمل للصفي الحلي
8	أنا مشوق وحبي مالكي	ليس لي حكم على من قد ملك
5


5	يَا مَلِيكًا لِبَنِي العَصْرِ مَلَكْ	وَشَرَى الأَحْرَارْ
5	مَلِكٌ أَنْتَ عَظِيمٌ أَوْ مَلَكْ	سَاطِعُ الأَنْوَارْ
5	بِالَّذِي تَخْتَارُهُ دَارُ الفَلَكْ	وَجَرَى المِقْدَارْ

8	مُذْ رَأَى بَأْسَكَ سُلْطَانُ الزَّمَانْ	وَهْوَ كَالمَحْزُونْ
5	حَاوَلَ النَّصْرَ كَمُوسَى فَاسْتَعَانْ	بِكَ يَا هَارُونْ

الصنعة 27  . غريبة الحسين . توشيح
8	لَكَ النَّصْرُ يَا مَنْ سَمَا	جَمِيعَ مُلُوكِ الزَّمَانْ
8	وَفَاقَ نُجُومَ السَّمَا	عُلاكَ فِي كُلِّ مَكَانْ
8	بِكَ القَصْدُ نِلْنَا المُنَى	وَازْدَهَى عَلَيْنَا الأَمَانْ

8	بِكَ اللَّهُ صَانَ البِلادْ	وَأَحْيَى نُفُوسَ الوَرَى
8	وَلاحَ صَبَاحُ الرَّشَادْ	وَلَيْلُ القَنَا أَدْبَرَ

الصنعة 28  . شغل ـ صيكة . توشيح مقتضب للمعتمد بن عباد
78	توشية
39	ما ننسى حبيبي	وخير علي
39	بالسر العجيب	ونغمة ذكية

الصنعة 29 . شغل ـ غريبة الحسين . توشيح مضارع
26	قَدْ مَلَكَ السَّطْوَة	فِي حَيِّ أَهْلِ فَاسْ
26	وَصَحَّتِ الدَّعْوَة	لِعَاطِرِ الأَنْفَاسْ
26	غَيْرُهُ لا يُهْوَى	فِي سَائِرِ الأَجْنَاسْ

16	بِسُورَةِ الحَمْدُ	عَوَّدْتُهُ وَالطُّورْ
26	حَازَ البَهَا وَحْدُه	المَلِكُ المَنْصُورْ

الصنعة 31  . صيكة . قصيدة. بسيط لقيس بن الملوح
10	اللَّهُ يَعْلَمُ أَنَّ الرُّوحَ قَدْ فَنِيَتْ

20	توشية
10	شَوْقًا إِلَيْكَ وَلَكِنِّي أُمَنِّيهَا
8	وَنَظْرَةٌ فِيكَ يَا سُؤْلِي وَيَا أَمَلِي
10	أَشْهَى إِلَيَّ مِنَ الدُّنْيَا وَمَا فِيهَا

