الصنعة 1. شغل ـ رصد الذيل . توشيح
6	عُجْ بِالحِمَا	وَانْزِلْ بِخَيْرِ وَادِ
4	سَلِّمْ عَلَى	أَجَلِّ خَيْرِ هَادِ

4	وَقِفْ هُنَاكْ	تَغْنَمْ مُنَى الزِّيَارَا
4	عِنْدَ الأَرَاكْ	قَلْبِي يَشُبُّ نَارَا
4	وَاسْأَلْ مَوْلاكْ	إِذَا أَمْسَيْتَ جَارَا

6	وَبُحْ بِمَا	أَضْرَمْتَ فِي الفُؤَادِ
4	سَلِّمْ عَلَى	أَجَلِّ خَيْرِ هَادِ

الصنعة 2 . شغل ـ رصد الذيل . قصيدة. خفيف لأبي بكر بن القبطورنة
24	يَا أَخِي قُمْ تَرَ النَّسِيمَ عَلِيلا	بَاكِرِ الرَّاحَ وَالمُدَامَ شَمُولا
24	فِي رِيَاضٍ تَعَانَقَ الزَّهْرُ فِيهِ	مِثْلَ مَا عَانَقَ الخَلِيلُ الخَلِيلا

الصنعة 4 . شغل ـ رصد الذيل . قصيدة. منسرح
30	إِنْ أَحْسَنُوا أَحْسَنُوا لِأَنْفُسِهِمْ	وَإِنْ أَسَاءُوا فَبِئْسَ مَا صَنَعُوا
30	غَدًا تُجْزَى النُّفُوسُ بِمَا كَسَبَتْ	وَيَحْصُدُ الزَّارِعُونَ مَا زَرَعُوا

إنشاد
	أحبَّايَ أنتمْ أحسنَ الدَّهرُ أمْ أسا	فكونوا كما شئتمْ أنا ذلكَ الخلُّ

الصنعة 8 . شغل ـ رصد الذيل . توشيح لابن بقي
6	أَنَا بِالأَفْرَاحْ	فِي عَيْشٍ خَصِيبْ
14	زَارَنِي الحَبِيبْ	فِي غَفْلَةِ الرَّقِيبْ

14	صَاحِ مَا أَحْلَى	غَزَالًا أَنِيسَا
14	أَفْرِغِ الطِّلا	عَلَيْنَا كُؤُوسَا
14	الهَوَى قَدْ وَلَّى	عَلَيْنَا رَئِيسَا

6	قَمَرٌ قَدْ لاحْ	مِنْ فَوْقِ القَضِيبْ
14	شَعْرُهُ الغِرْبِيبْ	بِمِسْكٍ وَطِيبْ

الصنعة 9 . رصد الذيل . زجل
