الصنعة 1 . رصد الذيل . توشيح
5	أَهْلًا بِكُمْ يَا مَنْ لَهُمْ عَقْلِي صَبَا	عُدْتُمْ فَعَادَ لِي الصِّبَا
5	بِوَصْلِكُمْ قَدْ بَشَّرَتْ رِيحُ الصَّبَا	أَهْلًا بِكُمْ وَمَرْحَبَا
5	هَوَاكُمُ قَدْ صَارَ عِنْدِي مَذْهَبَا	وَحُبُّكُمْ عَقْلِي سَبَا

4	فِي وَصْلِكُمْ كُلُّ المُنَى	إِذْ لَيْسَ لِي عَنْكُمْ غِنَا
5	لا تَهْجُرُوا عَبْدًا أَتَاكُمْ يَا مِلاحْ	هَجْرُ المُحِبِّ لا يُبَاحْ

الصنعة 2 . شغل ـ رصد الذيل . زجل
6	الدُّنْيَا حُلَّتْ بِالنِّوَارْ	وَفِيهَا نُزَيْهَه
6	وَالمَا يَا صَدِيقْ يَنْهَمَرْ	يَرْوِي كُلَّ جِهَه
6	وَالأَغْصَانْ تَمِيسْ بِالنِّوَارْ	وَالأَطْيَارْ عَلَيْهَا

4	وَنَطْقُوا جَمِيعَ الطُّيُورْ	وَأَشْرَقَتْ عَلَيْنَا بُدُورْ
6	وَنِلْنَا المُنَى وَالسُّرُورْ	بِأَصْوَاتْ حِسَانِ

الصنعة 3  . شغل ـ رصد الذيل . توشيح
8	لَيْسَ الأَسَى نَافِعْ	اِرْجِعْ إِلَى حُسْنِ	التَّجَمُّلِ
8	كَمْ ذَا أُرَى قَارِعْ أَتَيْتُهُ خَاضِعْ	تَأَسُّفًا سِنِّي	بِأَنْمُلِي
8	أَشْكُو لَهُ حُزْنِي	فَقَالَ لِي

4	اِصْبِرْ عَلَى هَجْرِي	أَوْ ثَمَّ هُو غَيْرِي	أَنْتَ فِي  الخِيَارْ

8	مَنْ يَعْشَقِ الغِزْلانْ	لا بُدَّ مِنْ خِذْلانْ	أَوْ مِنْ نِفَارْ

الصنعة 5 . شغل ـ رصد الذيل . زجل
5	يَا مَنْ نَقَضْ عَهْدِي	وَخَانَ المَوَدَّه
5	أَسْرَفْتَ فِي البُعْدِ	وَهَجْرَكْ تَعَدَّى
5	يَا غَايَةَ القَصْدِ	عُبَيْدَكْ تَرَدَّى

4	تَبَدَّلَتْ طِبَاعُكْ	وَانَا عَلَى العَهْدِ بَاقِي
5	تَهْجُرْ مَا عَلَيَّا	آشْ عَلَيكْ بِهَجْرِي

الصنعة 4  . شغل ـ رصد الذيل . قصيدة. مقتضب لابن سهل
12	جُفُونِي قَادَتْ إِلَى حَيْنِي	وَثَارِي عِنْدِي فَمَا أَطْلُبْ
12	دَعُونِي أَقْتَصُّ مِنْ جَفْنِي	بِسُهْدِي وَعَبْرَتِي أَسْكُبْ
8

6	يَا لَيْلَةً حُزْتِ الجَمَالْ	وَالسَّعْدُ أَقْبَلْ
6	لَكِ المَفَاخِرْ وَالكَمَالْ	وَالعِزُّ الأَجْمَلْ
6	بَلَغْتُ قَصْدِي وَالآمَالْ	فِي البَدْرِ الأَكْمَلْ

4	جَادَ بِانْشِرَاحٍ وَقْتُنَا	وَالبُعْدُ مَمْنُوعْ
6	الفَرْحُ أَقْبَلْ وَالهَنَا	وَالشَّمْلُ مَجْمُوعْ

الصنعة 12 . رصد الذيل . قصيدة. منسرح
8	أَحْسَنْتَ يَا لَيْلُ فِي تَأَلُّفِنَا	بِاللَّهِ يَا لَيْلُ طُلْ وَزِدْ وَزِدِ
8	أَسَأْتَ يَا صُبْحُ فِي تَفَرُّقِنَا	بِاللَّهِ يَا صُبْحُ تُبْ وَلا تَعُدِ

الصنعة 13 . رصد الذيل . زجل
6	حَاطَ الوَجْدُ بِيَّا	وَلا صِبْتُ رَاقِ
4	مَتَى يَا صَبِيَّا	يَكُونُ التَّلاقِي

4	مَتَى يَا غَزَالِي	تَنْعَمْ لِي بِوَصْلَكْ
4	وَنُدْرِكْ آمَالِي	بِقُبْلَة فِي خَدَّكْ
4	نَعْطِي جَمْعَ مَالِي	أَمَّا الرُّوحْ فَعِنْدَكْ

6	يَا شَمْسَ المُضَيَّا	عَهْدَكْ هُو وِثَاقِي
4	مَتَى يَا صَبِيَّا	يَكُونُ التَّلاقِي

الصنعة 14 . رصد الذيل . توشيح مجزوء الرمل
9	حُبُّكُمْ مَزَّقْ فُؤَادِي	وَسَكَنْ  قَلْبِي هَوَاكُمْ
9	مِنْ غَرَامِي وَوِدَادِي	لَمْ نَزَلْ نَطْلُبْ رِضَاكُمْ
6	أَنْتُمُ غَايَةْ مُرَادِي	عَالِجُونِي بِدَوَاكُمْ

6	أَنْتُمُ وَاللَّهِ أَنْتُمْ	فِي القُلُوب كَالشَّهْدِ أَحْلَى
9	إِنْ سَمَحْتُمْ أَوْ عَفَوْتُمْ	أَنْتُمُ لِلْجُودِ أَهْلا

الصنعة 16  . بروالة ـ رصد الذيل . ملحون
5	يَا الوَالَعْ بِالحُبّْ اِذَا صْغِيتْ لِيَّا	غِيرْ صْبَّرْ قَلْبكْ دَابَا يْفَرَّجْ اللَّهْ
