miš?lia,0,74
miš?lia,243,291
miš?lia,345,393
muassa‘,393,1694
miš?lia,1696,1770
in?ir?f,1771,2043
inš?d,2043,2206
in?ir?f,2417,3022
taw?š?,75,242
taw?š?,291,345
taw?š?,3023,3255
mahz?z,2207,2416
