الصنعة 1 . شغل ـ ماية . زجل				
12	شَمْسُ الأَصِيلْ مُذْهَبْ	فِي مَرْجٍ مِنْ ذَهَبْ		
				
4	أَوْصَافْ عُجَابْ	الشَّمْسُ حِينْ تَخْفَقْ		
4	وَرَاءْ حِجَابْ	مَهْجُورْ نَحِيلْ يَعْشَقْ		
4	لَبْسَتْ ثِيَابْ	دِيدِي عَلَى أَزْرَقْ		
				
12	اُنْظُرْ تَرَى مَا اعْجَبْ	الشَّمْسُ حِينْ تُحْجَبْ		
				
الصنعة 2  . ماية . قصيدة. كامل				
4	قَرُبَ المَسَا يَا مَرْحَبًا بِقُدُومِهِ			
4	أَمَّا النَّهَارُ قَدْ اِنْقَضَى بِسَبِيلِهِ			
4	اِقْرَا السَّلامْ إِلَى البَسَاتِينِ كُلِّهَا			
4	وَإِلَى الحَبِيبِ إِذَا التَقَى بِحَبِيبِهِ			
				
الصنعة 3 . شغل ـ ماية . توشيح				
6	حَيِّ الدِّيَارْ	وَمَنْ بِهَا سَاكِنْ		
6	وَعُجْ مِرَارْ	وَهَيِّجِ السَّاكِنْ		
4	ظَبْيُ القِفَارْ	بِمُهْجَتِي سَاكِنْ		
				
4	بَدْرُ التَّمَامْ  	قَدْ هَيَّجْ أَشْجَانِي 		
6	يَقْضِي هُيَامْ	لِلْعَاشِقِ الفَانِي		
				
الصنعة 8 . شغل ـ ماية . زجل				
16	الشَّمْسُ تَصْفَرْ	نَحْوَ الغُرُوبْ تَخْفَقْ		
16	فِي مَرْجٍ أَخْضَرْ	فِيهِ الطُّيُورْ تَنْطَقْ		
				
الصنعة 9 . شغل ـ ماية . زجل				
12	قَلْبِي يَمِيلْ	إِلَى الدِّيَارْ	بِأَلْفِ مِيلْ	
				
8	مُشْتَاقْ إِلَى أَحِبَّةٍ  صَارُوا			
8	جَارُوا عَلَيَّ لَمَّا سَارُوا			
8	شَطُّوا فَمَا حَنُّوا وَلا زَارُوا			
				
12	صَبْرًا جَمِيلْ	شَطَّ المَزَارْ	وَلا سَبِيلْ	
				
الصنعة 15 . شغل ـ ماية . زجل				
0	أَيَا عَشِيَّا	اعْلاشْ لَوْنَكْ يَصْفَرْ		
				
الصنعة 16 . شغل ـ صيكة . زجل				
6	يَا عَشِيَّا	مَهْلًا عَلَى مَجَالِسِ الفُرْجَةِ		
