الصنعة  . شغل ـ ماية . توشيح مخلع البسيط			
0	اُنْظُرْ إِلَى رَوْنَقِ العَشِيَّه	كَسَتْ بِحُلَّة عَلَى الغُرُوسْ	
0	بِاللَّهِ يَا سَاقِي الحُمَيَّه	أَدِرْ عَلَيْنَا خَمْرَةَ الكُؤُوسْ	
			
0	دَعُونِي نَغْنَمْ سَاعَة هَنِيَّه	مَا دُمْتُ فِي وَقْتِ الأَصِيلْ	
0	وَحِبِّي زَارْ وَاعْطَفْ عَلَيَّ	مَا لِلرَّقِيبْ عَلَيَّ سَبِيلْ	
0	سَقَانِي مِنْ فِيهِ الحُمَيَّه	مَوْلَى الدِّيبَاجْ وَالطَّرْفِ الكَحِيلْ	
			
0	اشْرَبْ وَغَنَّى وَمَالْ إِلَيَّ	وَذَبُلَتْ عَيْنَاهُ النُّعُوسْ	
0	قََبَّلْتُهُ قُبْلَة بِلا خَفِيَّه	وَقُلْتُ يَا رَاحَّةَ النُّفُوسْ	
			
الصنعة   . ماية . زجل			
0	اذكرني يا رسول	كيف نريد	
0	العهد حين يطول	آش يفيد	
0	كيف قلت لك تقول	لا تزيد	
0	قل لي يا مؤنس	لا تقنط لا تيأس	
0	محبوبك توده	كيف تقوى ترده	
0	آش يقضي وحده	من لا عونه سعده	
			
الصنعة  . شغل ـ ماية . زجل			
0	قُمْ عَايِنِ العَشِيَّة يَا صَاحْ	تُجْلَى بِرَاحْ	
0	الشَّمْس عِنْدَ الغُرُوبْ تَصْفَرْ	اُمْزُجْ عُقَارْ	
			
0	صَفْرَة مِثْلَ السَّنْدَرُوسْ	حُلَّه	فَوْقَ البِطَاحْ
0	الرَّوْض مِثْلَ العَرُوسْ	يُجْلَى	بَيْنَ اللِّقَاحْ
0	أَدِرْ عَلَيْنَا الكُؤُوسْ	وَامْلا	وَاسْقِ المِلاحْ
			
0	اللَّيْلُ قَدْ بَدَا بِالأَفْرَاحْ	مَدَّ الجَنَاحْ	
0	اُنْظُرْ لِذَاكَ الشَّفَقْ يَحْمَرْ	كَالجُلَّنَارْ	
			
الصنعة  . شغل ـ ماية . توشيح			
0	شَمْسُ العَشِيَّة رَوْنَقَتْ	جَمْعَ الكَتَائِبْ وَالبِطَاحْ	
0	عَلَى الغُصُونِ أَشْرَقَتْ	وَزُيِّنَتْ بِهَا اللِّقَاحْ	
0	وَبِالغَلَسِ بَشَّرَتْ	آهٍ عَلَى قَلْبي الجِرَاحْ	
			
0	تَوَشَّحَتْ بِالاِصْفِرَارْ  	حِينْ غُيِّبَتْ عَنْ مُقْلَتِي	
0	وَمَنْ هَوِيتْ ظَبْيُ النِّفَارْ	عَوَّلْ يَا صَاحْ عَنْ فُرْقَتِي	
			
الصنعة  . شغل ـ ماية . زجل			
0	يَا أَمْلَحَ النَّاسْ	يَا مَنْ سَبَى عَقْلِي	
0	يَا قَضِيبَ اليَاسْ	يَا نَسْمَةَ الخَيْلِي	
0	أَوْرَثْنِي الوَسْوَاسْ	مِنْ خَدِّكَ العَسْلِي	
			
0	سَالْتكْ بِرَبِّي	لا تَطْرُدِ اللَّهْفَانْ	
0	تَائِبْ يَا حِبِّي	شَايِنْ مَضَى لا كَانْ	
			
الصنعة  . ماية . زجل			
0	يَا عَشِيَّة ذَكَّرْتِنِي شَوْقِي	وَزَمَانَ النُّحُولْ	
0	رَوْنَقُ الشَّمْسِ صَارَ  فِي الأُفْقِ	مَائِلًا لِلْخُمُولْ	
0	أَيُّهَا السَّاقِي جُدْ لَنَا وَاسْقِ	عَلَى غَيْظِ العَدُولْ	
			
0	اُنْظُرُوا الشَّمْسَ كِيفْ بَدَتْ تَصْفَرْ	جَنَحَتْ لِلْأُفُولْ	
0	جُلَّنَارْ قَدْ حَفَّ بِالعَنْبَرْ	فِتْنَةً لِلْعُقُولْ	
			
الصنعة  . شغل ـ ماية . قصيدة. رجز			
0	عَشِيَّةٌ كَأَنَّهَا عِقْيَانُ	لَوْنُ الذَّهَبْ فِي دَوْحَةِ البُسْتَانْ	
0	وَشَادِنٌ يَسْبِي الوَرَى بِحُسْنِهِ	إِذَا مَشَى أَثْنَى عَلَيْهِ البَانْ	
			
إنشاد			
0	أيها الآخذ قلبى مغنما	اجعل الوصل مكان الخمس	
			
الصنعة  . صيكة . زجل			
0	اُنْظُرُوا شَمْسَ العَشِيَّة	كِيفْ بَدَا مِنْهَا الغَدَرْ	
0	صَفْرَة وَمُذْهَبِيَّة	عَوَّلَتْ عَلَى السَّفَرْ	
0	لاشْ يَا شَمْسْ العَشِيَّة	الغَدَرْ مِنْكِ ظَهَرْ	
			
0	الشُّمَيْسَة مُذْهَبِيَّة  	أَشْرَقَتْ عَلَى المَمَاشِي	
0	قَرِّبُوا حِبِّي إِلَيَّ	وَاعْطِفُوا عَطْفَ الحَوَاشِي	
			
الصنعة  . شغل ـ ماية . توشيح مجزوء الرمل			
0	قُمْ تَرَى شَمْسَ العَشِيَّة	كَالذَّهَبْ فَوْقَ الرَّيَاحِينْ	
0	اكْسَتْ بِحُلَّة بَهيَّة	وَوَشَّحَتْ كُلَّ البَسَاتِينْ	
0	يَا مُدِيرْ كَأْسَ الحُمَيَّة	قُمْ وَاغْتَنِمْ هَاذِ المَحَاسِنْ	
			
0	يَوْمُنَا يَوْمٌ عَجِيبٌ  	زَاهِرٌ ذُو نَفَحَاتٍ	
0	وَالحَبِيبْ مَعَ حَبِيبُه	وَالزَّمَانْ أَقْبَلْ مُوَاتِي	
			
الصنعة   . ماية . زجل			
0	قد أشرقت شمس الجبين	على خدود بدر الكمال	
0	ألم نشرح على اليمين	شمس الضحى على الشمال	
0	يالله توبة		
			
0	منه استعار حور المهاة	أربعة لها آيات	مبيناة
0	غنج مطوق بلحظات	وجيدها ثم التفات	ونفرات
0	جنه ونار في الوجنات	من حسنها تلك الصفات	تحيي الرفات
0	قد اشتهر حسن مبين	في وجهه بلا محال	
0	ألم نشرح على اليمين	وعبس على الشمال	
0	يالله توبة		
