,0,211.23965771555663
Vocal,211.23965771555663,265.50496645637327
Instrumental,265.50496645637327,318.23346560895783
Vocal,318.23346560895783,395.32956017553084
Instrumental,395.32956017553084,418.5963059899449
Vocal,418.5963059899449,478.74935614428364
Instrumental,478.74935614428364,492.0248269777753
Vocal,492.0248269777753,504.7931630954415
Instrumental ,504.7931630954415,517.3819120059227
Vocal,517.3819120059227,553.3264736038966
Instrumental,553.3264736038966,576.4136322111254
Vocal,576.4136322111254,745.0367642003387
Instrumental,745.0367642003387,862.53516771446
Vocal,862.53516771446,984.213424995894
Vocal (new verse),984.213424995894,1006.9126892050784
Instrumental,1006.9126892050784,1029.8956942168777
Vocal,1029.8956942168777,1158.2411172663083
Vocal (new verse),1158.2411172663083,1209.9503913219248
Instrumental,1209.9503913219248,1260.8546861908621
Vocal,1260.8546861908621,1310.6408936445112
Instrumental,1310.6408936445112,1356.7451629263471
Vocal,1356.7451629263471,1406.665488703163
Instrumental ,1406.665488703163,1418.9519562982357
Vocal,1418.9519562982357,1504.4308230321349
Instrumental,1504.4308230321349,1528.6038546209325
Vocal,1528.6038546209325,1552.8123923215735
Instrumental,1552.8123923215735,1575.0479074564566
Vocal,1575.0479074564566,1610.2664464911927
Instrumental,1610.2664464911927,1622.1126823483312
Vocal,1622.1126823483312,1658.8459962744448
,1658.8459962744448,1788.5575698205828
Instrumental,1788.5575698205828,1812.9562436169972
Vocal,1812.9562436169972,1842.0869660187839
Instrumental,1842.0869660187839,1871.5960094907236
Vocal,1871.5960094907236,1900.5375713574338
Instrumental,1900.5375713574338,1929.4570577403365
Vocal,1929.4570577403365,1971.6871471961733
Instrumental,1971.6871471961733,1983.7461313073024
Vocal,1983.7461313073024,2024.0373252786048
Vocal (new verse),2024.0373252786048,2038.292832165616
Instrumental,2038.292832165616,2052.4798722963565
Vocal,2052.4798722963565,2066.3831716244817
Instrumental,2066.3831716244817,2080.2864709526075
Vocal,2080.2864709526075,2102.229093021486
Instrumental,2102.229093021486,2110.726871433874
Vocal,2110.726871433874,2130.7504270191907
Vocal,2130.7504270191907,2138.9836736642587
Instrumental,2138.9836736642587,2147.3067372076266
Vocal,2147.3067372076266,2155.0623191457644
Instrumental,2155.0623191457644,2163.007061618979
Vocal,2163.007061618979,2201.2174897044392
Vocal (new verse),2201.2174897044392,2212.4725415414932
Instrumental,2212.4725415414932,2224.7679763214683
Vocal,2224.7679763214683,2236.212188693599
Instrumental,2236.212188693599,2248.1029061157997
Vocal,2248.1029061157997,2280.0243389619664
Instrumental,2280.0243389619664,2348.209026087771
Vocal,2348.209026087771,2392.0748834119754
Instrumental,2392.0748834119754,2428.794483217158
Vocal,2428.794483217158,2488.3782690981275
Instrumental,2488.3782690981275,2506.624032976479
Vocal,2506.624032976479,2525.3259409517896
Instrumental,2525.3259409517896,2543.8758008947802
Vocal,2543.8758008947802,2561.637095857485
Instrumental,2561.637095857485,2569.999737635063
Vocal,2569.999737635063,2592.625232107617
,2592.625232107617,2684.51459296568
Vocal,2684.51459296568,2744.696829250609
Instrumental,2744.696829250609,2796.243075058965
Vocal,2796.243075058965,2860.99487148352
Instrumental,2860.99487148352,2871.3081805786264
Vocal,2871.3081805786264,2933.1636755486543
Vocal (new verse),2933.1636755486543,2957.5694445069603
Instrumental,2957.5694445069603,2982.444054869525
Vocal,2982.444054869525,3006.6757747210922
Instrumental,3006.6757747210922,3030.699162675812
Vocal,3030.699162675812,3065.1455267155266
Instrumental,3065.1455267155266,3075.0764548070447
Vocal,3075.0764548070447,3108.9306771912866
Vocal (new verse),3108.9306771912866,3138.0010527036698
Instrumental,3138.0010527036698,3166.4441506878725
Vocal,3166.4441506878725,3194.9162394823043
Instrumental,3194.9162394823043,3222.761582829978
Vocal,3222.761582829978,3294.1309791666667
