الصنعة 10 . شغل ـ حمدان . قصيدة. كامل			
21	لُذْ بِالنَّبِي مُحَمَّدٍكَهْفِ الوَرَى	مِمَّا دَهَاكَ مِنَ الأُمُورِ المُرْجِفَة	
21	فَهْوَ الشَّفِيعْ وَغَيْرُهُ لا يُرْتَجَى	صَلَّى عَلَيْهِ اللَّهُ مَا نَطَقَتْ شَفَة	
			
الصنعة 12 . شغل ـ انقلاب الرمل . قصيدة. مجتث  			
9	مُحَمَّدٌ ذُو المَزَايَا	أَصْلُ الوُجُودِ وَنُورُهْ	
9	وَسِرُّهُ المُتَسَامِي	الكُلُّ مِنْهُ ظُهُورُهْ	
6	يَعْلَم هَذَا خَبِيرٌ	فَاضَتْ عَلَيْهِ بُحُورُهْ	
			
6	يَا قَلْبِي بِاللَّهِ فَاعْمِدْ	وَاقْطَعْ عَلائِقَ غَيْرِهْ	
9	وَلا تَمِلْ لِسِوَاهُ	وَعُمْ فِي أَبْحُرِ ذِكْرِهْ	
			
الصنعة 13 . رمل الماية . زجل للششتري 			
9	سَقَانِي مَنْ هَوِيتْ خَمْرَا	بِهَا اللَّهْ قَدْ رَفَعْ شَأْنِي	
9	وَأَطْلَعْنِي عَلَى الحَضْرَا	مَا لَهَا فِي الوُجُودْ ثَانِي	
9	وَقَالْ لِي كُنْ لَبِيبْ وَاقْرَا	سُطُورَكْ وَافْهَمْ أَوْزَانِي	
			
4	وَكُتْبِي إِلَيْكْ مَعَكْ نُرْسِلْ  	وَفَرِّقْ مِنْ بَعْدِ مَا تَجْمَعْ	
9	فَدَعْهُ يَهْجُرْ وَانَا نَحْمِلُ	وَلِلصَّبْرِ الجَمِيلْ نَرْجِعْ	
			
الصنعة 14 . شغل ـ رمل الماية - زجل			
5	مَا خَابَ قَطُّ صَابِرْ	يا سَعْدَ مَنْ صَبَرْ	
8	وَمَنْ لا لَهُ نَاصِرْ	فَبِاللَّهْ يَنْتَصِرْ	
			
8	الأَمْرُ كُلُّهُ لِلَّهْ	فِي الأَوَّلْ وَفي الأَخِيرْ	
8	وَمَا انْعَقَدْ يَحُلَّهْ	قَدِيرْ وَنِعْمَ القَدِيرْ	
8	دَبَا إِنْ شَاءَ اللَّهْ	تَجْمَعْنَا المَقَادِيرْ	
			
5	جَرَتْ بِيَ المَقَادِيرْ	بِحُكْمِ القَدِيرْ	
8	وَمَنْ لا لَهُ نَاصِرْ	فَبِاللَّهْ يَنْتَصِرْ	
			
الصنعة 15 . انقلاب الرمل - زجل للششتري			
12	زَارَنِي بَدْرِي	وَرَسَخْ حُبُّهْ فِي صَدْرِي	يَا أُهَيْلَ الحَيْ
12	وَعَلا قَدْرِي	مُذْ عَرَفْتُ صِرْتُ أُدْرِي	لا يَفُوتْنِي شَيْء
12	وَبَدَا فَجْرِي	وَانْطَوَى شَفْعِي فِي وَتْرِي	يَا لَهُ مِنْ طَيْ
			
8	هَيَّجَانِي	وَاطْرَحَانِي فِي الفَلات	
12	وَاذْكُرْ لِي	إِسْمَ مَنْ يُحْيِي الرُّفَات	
			
الصنعة 19 . شغل ـ انقلاب الرمل . زجل 			
0	يَا زَيْنَ الخَلائِقْ	يَا عَيْنَ الحَقِيقَة	
0	قَدْ سَبَيْتَ عَاشِقْ	بِالنَّفْسِ الرَّقِيقَة	
0	حَقَّقْتَ الحَقَائِقْ	وَكَانَتْ وَثِيقَة	
			
0	أَيُّهَا الرَّسُولْ	الهَادِي الكَرِيمْ	
