الصنعة 1. شغل ـ رصد الذيل . توشيح
6	عُجْ بِالحِمَا	وَانْزِلْ بِخَيْرِ وَادِ
4	سَلِّمْ عَلَى	أَجَلِّ خَيْرِ هَادِ

4	وَقِفْ هُنَاكْ	تَغْنَمْ مُنَى الزِّيَارَا
4	عِنْدَ الأَرَاكْ	قَلْبِي يَشُبُّ نَارَا
4	وَاسْأَلْ مَوْلاكْ	إِذَا أَمْسَيْتَ جَارَا

6	وَبُحْ بِمَا	أَضْرَمْتَ فِي الفُؤَادِ
4	سَلِّمْ عَلَى	أَجَلِّ خَيْرِ هَادِ

الصنعة 2 . شغل ـ رصد الذيل . خفيف لأبي بكر بن القبطورنة
24	يَا أَخِي قُمْ تَرَ النَّسِيمَ عَلِيلا	بَاكِرِ الرَّاحَ وَالمُدَامَ شَمُولا
24	فِي رِيَاضٍ تَعَانَقَ الزَّهْرُ فِيهِ	مِثْلَ مَا عَانَقَ الخَلِيلُ الخَلِيلا

الصنعة 3 . رصد الذيل . زجل
8	نَكْتُبْ كِتَابْ نُرْسِلْ سَلامْ	وَنَرْقُمْ فِي الأَسْطُرْ خُضُوعْ
8	مِنَ العَشِيقِ المُسْتَهَامْ	لِمَنْ سَكَنْ بَيْنَ الضُّلُوعْ
8	قُلْ لِي وَكِيفْ نُمْسِكْ زِمَامْ	وَالقَلْبُ يَطْمَعْ فِي الرُّجُوعْ

8	عُمْرِي مَا نَنْسَاكْ يَا قَمَرْ	وَلَوْ تَغِيبْ أَوْ تَنْحَجَبْ
8	وَلا نَزُولْ عَلَى الأَثَرْ	نَصْرَفْ كِتَابْ فِي إَثَر كِتَابْ

الصنعة 4 . شغل ـ رصد الذيل . قصيدة. منسرح
30	إِنْ أَحْسَنُوا أَحْسَنُوا لِأَنْفُسِهِمْ	وَإِنْ أَسَاءُوا فَبِئْسَ مَا صَنَعُوا
30	غَدًا تُجْزَى النُّفُوسُ بِمَا كَسَبَتْ	وَيَحْصُدُ الزَّارِعُونَ مَا زَرَعُوا

الصنعة 5 . رصد الذيل . زجل
10	تَيَّهْتَنِي بَيْنَ الأَنَامْ	يَا دُرَّة فِي لُبِّ الصَّدَفْ
10	دَعَوْتَ قَلْبِي المُسْتَهَامْ	لِمَسْجِدِ الحُبِّ اعْتَكَفْ
